"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"Big Stone Gap, VA",516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126500,132400,139000,129800,122200,125000,119900,125000,136750,132450,129800,132000,136750,133750,145000,139500,132500,129000,129000,120000,115000,110000,109000,109000,115000,110000,109000,108900,105445,1e+05,1e+05,112250,99250,99000,99250,106450,108500,109700,110000,110000,110000,109770,109885,110000,104333,99000,95500,94000,96750,99900,99900,104975,104166.5,104333
"Sturgis, MI",517,124900,124900,129450,119900,119900,119900,121250,119700,115000,109900,99900,95900,89900,89900,97900,106000,109950,114900,114900,110000,104250,99000,89900,86450,85900,87900,89700,89000,95000,89900,90450,91500,88450,93000,95500,89900,87900,89900,96450,99900,99900,1e+05,108950,99900,99900,99000,99900,99000,99900,99900,99900,109900,119950,129900,128950,124000,119625,119000,115000,115000,109900,115000,116500,119900,119900,125000,124900,119900,110000,107500,108950,99900,99999,109650,115000,119000,122999,124000,124900,123000,124250,119900,115900,119900,119900,124900,129900,135250,139900,145000,149900,149900,149900,149900
"Rio Grande City, TX",518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122499.5,122499.5,126250,126250,145000,134900,132500,132500,134950,134950,135000,131450,133000,126500,128000,125000,126500
"Fremont, OH",519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98250,99450,97750,105000,99745,107500,107250,109900,109500,109900,105750,104900,104950,102900,99000,102000,100994.5,109900,109900,105900,1e+05,105900,1e+05,94000,93500,92900,94700,93000,93700,93950,94900,93900,94500,97500,94900,94900,91900,89000,89900,89900,89900,95000,98500,99900,111500,114950,114950,119000
"Mount Vernon, OH",520,125000,129000,129000,127888.5,125000,124838.5,120000,120000,116900,124777,124980.5,119900,108777,120000,129900,129950,139000,129950,128825,126300,129500,119900,108500,1e+05,110000,111000,117450,115000,120000,120000,118950,125000,110000,115000,129250,124900,120000,119900,122900,126000,139900,139400,135000,139900,139900,139900,139500,135000,130000,132000,138000,147000,145000,146500,145000,145000,139900,135000,136500,135000,129900,132450,136338.5,138900,145000,145950,140000,139250,139000,135000,129900,129000,125000,129900,140000,143588.5,149900,155000,155000,149672,148638.5,149900,145900,139900,139900,139900,147100,150000,152500,149900,144400,148000,139900,139900
"Lewiston, ID",521,195000,189900,189900,186700,184500,179900,189000,189500,189900,185950,179500,174950,179300,174900,175000,179900,189000,187300,179900,179900,179000,177900,169900,169947.5,169700,172500,175000,169500,169000,165000,162500,165000,159900,159000,169000,163500,165000,169000,167900,169611.5,179000,175500,172235,182500,184700,185000,179000,180000,170388.5,179000,184000,189700,189000,190000,195000,190000,195000,189900,188750,187000,185000,189250,199900,199900,199900,204400,199000,199000,199950,210000,2e+05,204900,209900,209900,215000,209700,215000,215000,219000,216650,219000,210000,209900,211450,212900,215000,224900,229900,237700,236250,234950,229000,229999,229000
"Shelton, WA",522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189700,191000,197975.5,199500,199900,199974.5,203500,199974.5,203500,204950,199000,197950,189000,188450,185900,197825,199000,199900,199900,203475,199925,199000,199000,195000,192500,189700,190000,196650,195000,199000,199700,197075,199000,199900,197775,189900,184900,175000,180000,195000,195000,209900,220000,220000,219000,215000,215000,214750,209000,199973.5,199999.5,219000,219778,233543.5,239500,239000,242750,249000,245000
"Albemarle, NC",523,159450,157700,154900,156250,157575,153400,154900,154900,159250,155000,159450,155125,149900,143250,144900,149700,155250,156000,159900,158450,149000,139700,135000,134450,138500,134900,135000,129900,129500,125000,124900,120950,119900,122950,139900,139500,139900,145500,148000,149500,150000,157000,156900,149700,149900,149900,159000,159000,149400,149900,164900,164900,164900,164900,164900,164900,164150,153150,164900,169900,164900,160400,158950,159900,159500,159500,164900,164900,159200,164900,164900,163400,162400,159000,174500,180000,184900,179900,179900,175000,169900,169900,172900,165000,165000,169900,172900,181900,184900,188150,198950,199000,205000,214120.5
"Enid, OK",524,121900,124900,124950,123000,124900,124900,125000,125000,123000,119900,110000,113500,109900,115000,116400,117950,125000,125000,128700,127500,124900,124900,124700,125000,127000,124900,125000,129000,129900,134450,136500,129900,125950,120000,124900,123750,137900,140000,139900,132000,125950,132000,133000,124950,127750,129900,136500,132500,124900,121900,128000,136900,139900,139900,149250,149900,142000,151750,168900,165450,164500,164450,165000,169900,159000,165000,149949.5,140750,139900,139900,134900,139900,147700,149900,154950,165450,159900,157000,159000,154900,159900,154400,155000,154900,155000,159900,154200,154900,157950,157900,159000,155000,149950,149900
"Commerce, GA",525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,187222,185900,188400,184900,189000,195900,199900,205900,199900,208172,204900,204900,207400,210900,199900,201771,206400,215000,215000,214900,223039,224900,224900,228750,232000,232000,225000,220383,220383,224148,217900,217900,216432.5,217500,217900,216641,217500,220000,227000,229900,235990,233400,229900,232900,234995,239000,245412
"Georgetown, SC",526,325000,324950,324900,314450,309900,301250,302500,3e+05,3e+05,299900,299900,297500,297537.5,289900,295000,299000,289900,274800,269900,267900,265000,256000,249900,250000,249700,249000,249000,249900,250000,254900,259000,250000,259450,259000,259900,250000,249000,249250,249949.5,258500,249995,258500,259700,255294,259894,259000,259000,261575,254950,254900,252750,259900,259000,259949.5,260000,249900,270900,278500,277750,282050,270000,278950,294400,297200,305000,297500,299900,295000,297400,296950,300500,3e+05,299000,293990,296990,289000,296995,294995,299000,293990,293990,290000,296990,299000,299900,299900,299897.5,3e+05,305000,319125,319875,319900,319900,309900
"Laconia, NH",527,279000,273950,265450,259900,265000,269000,259450,259000,249900,259000,259900,249900,239999.5,240000,239900,239900,239900,239900,239900,239900,239900,238350,229000,220076,218700,218500,222950,223450,219900,219900,224900,224900,224900,225000,234900,233000,230000,232000,239000,239000,239500,239900,239000,239000,239800,239000,234900,234900,236750,219000,224000,224900,227000,229900,235000,235000,240000,245995,234900,229000,229000,234975,232950,239000,245700,249000,243250,239900,239000,234975,239000,239900,239900,239900,239900,239900,247800,259500,260000,259900,264900,262000,262000,260950,259450,249900,249900,252450,249900,255000,259000,269900,269900,269900
"Town of Batavia, NY",528,119700,119000,113900,114900,114950,119700,114900,119900,119900,114950,109900,109900,99900,114900,109900,109900,109900,107950,109900,113900,110950,110950,107500,110950,109900,102400,102400,114400,117400,114900,109900,106000,105000,99900,105500,105450,104900,109900,109500,109900,112900,109900,112900,109900,110000,109900,109900,99900,105950,102450,97900,97900,99900,108400,119900,119900,124900,121450,114900,107900,94950,92000,94900,108450,109900,109900,112900,111450,111400,104700,99900,99900,99900,99900,101400,99900,99900,112500,114900,109900,109999.5,109900,109900,109900,109450,109450,109900,110950,124075,124900,124900,119900,119900,119900
"Oxford, NC",529,174700,169900,179900,177950,178000,176900,169900,172000,177500,174900,163900,163900,168500,169900,172000,165000,172750,176400,174700,169990,169900,169900,169450,165000,164900,164900,165000,167000,164900,160000,160000,160000,157500,155250,169900,169950,168500,173950,169900,174900,176500,175000,169900,169900,173930,169900,168987,168000,162500,169900,168000,169900,174940,179900,184500,185000,179000,176290,185500,181490,179425.5,179425.5,181490,184900,189900,189500,184900,175000,174900,184900,184900,188700,189900,189900,188500,207000,194900,209945,2e+05,229900,231000,223875,230000,233000,224900,225000,219450,219000,223250,225000,229900,224000,229900,238780
"Columbus, MS",530,168000,160000,159950,163950,165000,160650,159236,159900,159900,159236,153700,144700,149900,149900,149900,152450,152000,149949.5,149900,149900,149900,149900,149900,149900,149000,149900,149900,152600,149900,149000,144950,145000,139450,142000,147700,145000,148700,149900,149900,149950,149900,149900,149500,145000,143950,139950,139000,134950,129900,130000,134900,134900,134900,129900,132000,129900,129900,133625,141000,139900,139900,130000,135000,139000,135500,145400,139900,147950,147750,149000,139900,139000,134900,139900,149900,149450,149900,149900,149900,149500,139900,143800,143800,134900,129900,137000,134900,139900,143850,141700,138325,134900,149900,143200
"Norwalk, OH",531,104900,114900,105900,110000,107500,102700,98900,96000,96000,99900,108900,95000,91000,84500,89900,99500,99900,104900,109900,107500,107500,95000,93000,94900,85700,91750,89500,97500,99900,98450,95250,89900,97500,98000,98000,90000,96000,89900,93000,96750,99900,99900,99000,99900,97700,99900,99950,99900,94900,99950,104950,106250,102500,108750,99900,108950,109250,105900,99500,99700,99900,106950,109900,108900,112000,115000,114900,109700,109900,110000,99900,99900,97500,89900,91000,95000,97500,99000,98750,99500,99900,99900,99450,99950,99900,95000,99900,99500,106950,114900,114900,115450,117200,117500
"Barre, VT",532,225000,224900,230000,230000,229000,229000,227500,225000,223900,225000,225000,225000,227500,224500,220000,219950,217900,218450,220000,219000,221444,225000,220000,219000,215000,215000,224375,224900,225000,229000,224900,224450,219000,216950,214900,214900,217000,212000,204900,219000,225000,225000,225900,229000,219500,210000,219000,219000,215000,220000,225000,225000,234950,229950,225000,222750,225000,222500,219000,214800,219900,221500,214900,225000,225000,229000,225000,225000,220000,219250,225000,225000,227250,228000,227000,235000,232000,229000,219900,219500,225000,224900,224000,220000,224900,224900,224900,220000,233000,244000,240000,246250,242750,237500
"Kinston, NC",533,121500,119950,120000,119450,118713,119900,115900,115900,118000,114900,116900,113750,112450,113200,115000,113200,114900,118900,119900,115000,114900,104900,104900,99000,109900,109000,109900,102449.5,103950,109900,104900,105000,105900,103200,110000,109900,110000,114900,113000,112950,114000,114900,115950,115500,116247.5,118900,117200,112700,109900,99900,97200,98750,99999,99950,105000,107950,106900,119900,119900,119900,119450,112250,109950,110000,112900,118700,116200,114450,111450,114950,112500,114000,112450,112900,114000,117950,119900,119900,119000,115000,114900,114900,114950,114900,114000,114000,114900,124900,124900,116000,117500,115000,115000,114900
"Sterling, IL",534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,109900,107900,105000,102400,95000,92500,93900,95000,95250,96200,99900,89900,89900,87500,87500,86900,89000,89900,89900,94900,92750,93400,89900,89900,88500,88900,89900,89900,91249.5,94900,89949.5,89900,89900,88200,87900,85000,85000,89900,89900,99900,99900,99900,97700,97950,95000,92700,88900
"Palestine, TX",535,144000,134500,129900,129000,129500,122250,124750,123500,125000,125000,123500,122750,120000,118000,118000,115000,121700,127500,128200,125000,125000,125000,125000,124900,119900,128000,119900,119900,114500,110000,114000,104300,110000,116000,115000,117000,117000,119000,123000,125000,129500,129500,129500,125000,125000,125000,120000,124950,118500,119250,126000,128000,134900,139900,135500,135500,139250,141250,139500,139700,132250,129900,135000,139900,149900,150000,139900,139900,148500,148000,139900,138250,130000,146450,144975,144900,149900,139950,144925,145000,145450,145900,154950,152000,149500,143438,135000,139900,149700,150000,154900,159900,159000,159950
"Dublin, GA",536,149900,145950,136250,134900,135000,139000,139000,139950,139500,139700,134500,120000,119000,120000,135000,134900,130000,128700,129900,137500,135500,129900,125000,122500,127500,121900,119900,124950,107400,109900,120000,117000,115000,112900,120000,117000,118000,123900,120250,125900,130000,129900,129950,129950,129900,130000,119900,124875,124375,129900,131950,129650,133900,129900,129900,129850,135000,139000,135500,132500,137500,132500,130000,139900,139800,139850,133000,135000,137900,130000,128900,124900,124900,124900,125900,129900,132900,137500,129900,130000,132900,135000,135000,138250,138500,147250,149850,145950,149500,149900,139450,139900,135000,138000
"Vicksburg, MS",537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142499.5,150950,128500,125000,126500,129700,133000,130000,132500,131400,129950,129950,132900,133000,135000,139900,143250,144900,145000,144050,144900,144900,142500,136750,133000,134900,139200,140000,142250,148500,145000,140000,139450,157250,149900,149700,149900,138450,148950,154500,154700,149999.5,149000,143650,142000,140500,142000,139000,134950,134900,132367,137500,138727.5,130000,135000,141250,139000,136000,139300
"Gallipolis, OH",538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,133750,125000,120350,120600,120850,123350,120000,120000,109000,125000,126200,120000,115000,119000,110000,119900,109500,115000,119000,121250,114975,119900,119000,114975,119500,119900,119900,119950,129500,128250,125000,129900,129900,132500,129900,129000,125000,124700,121900,119700,114900,109900,119900,119900,115000,112450,117000,115000,117900,118250
"Sanford, NC",539,179900,179000,173500,172777,169900,169900,166200,164999.5,164987,163400,163200,159950,164450,164900,167900,169500,170000,164900,159900,159638.5,159900,159500,158985,159900,159900,159250,159000,149900,149900,144900,139900,139900,135000,136250,149000,147900,149900,149900,153500,159900,159900,159900,159000,154450,157500,149900,149000,145400,142500,142700,142950,148900,158394,157900,160000,159990,159950,159900,159900,156750,151000,159900,159900,159999,162000,159900,160000,164900,168880,168950,169900,169900,165000,164900,165000,169000,174995,185000,190000,185530,180000,174900,169950,167900,179900,174900,176595,184450,179000,182000,184935,178000,177180,175900
"Fergus Falls, MN",540,,,,,,,,,,,,,,,,,144950,146900,150000,155900,155500,149700,136950,129900,138000,141200,139900,139000,150000,153750,150000,144450,139900,132000,139900,139900,139900,132000,139900,139900,139900,141950,147900,139900,139900,139000,134900,127900,117900,119900,131125,146950,159000,164900,160000,159900,154900,157900,154900,149900,146750,149000,149200,159000,162500,161000,164000,169900,169000,158500,150000,155000,156450,156450,159900,159900,162950,167000,174900,175650,176500,179900,177000,177000,169900,165000,169900,179750,185000,189500,179900,179700,179000,174900
"Tiffin, OH",541,,,,,,,,,,,,,,,74450,65900,73450,67900,67450,74900,79900,79000,74500,67500,65000,60000,59000,53900,59900,60500,64900,66950,64900,67250,74500,73500,74900,74900,73900,74900,73900,74900,69900,70950,74700,79900,84900,79900,74900,79900,80450,84500,86900,85000,83000,83250,84500,84900,89450,82950,82400,84900,82400,79950,79900,84900,84900,84500,79900,79900,77750,77500,79900,79900,83900,89500,87000,87950,89900,98700,99825,99500,93700,89900,82500,81750,89900,89900,92900,95400,98000,98250,97250,90000
"Fairmont, WV",542,119950,121500,120000,123250,120750,120000,121900,119900,120000,119000,117500,119900,115000,118500,119000,119900,119900,125000,129900,129900,129900,125450,123950,115000,109950,119250,119500,120000,119500,126400,122500,119900,119500,119000,115000,115000,114400,115950,119900,119900,115000,115000,124900,124900,115000,117250,115900,109995,114700,114900,119900,120000,129000,125000,128750,124950,124900,129500,124900,124500,122500,129900,124500,129000,129900,139900,135900,135000,135900,139900,139999,138000,129900,129450,136300,134950,135000,135000,138000,139000,139000,139000,139000,135000,132000,135000,138000,139000,139900,139900,149000,141000,139900,139900
