"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"Port Angeles, WA",467,261670,255000,260000,259900,254900,259500,250000,249000,249000,249000,249000,249000,239000,239000,245000,249000,255000,250000,250000,254950,249000,244900,233900,229950,225000,225000,224999.5,211250,218500,224900,224900,223450,219875,219000,244000,240000,242000,247250,249900,246000,248950,246000,249900,250000,259000,254999,249900,250000,252000,250000,250000,259900,265000,259999,259700,255000,259000,249900,249000,245000,244000,239000,239900,249000,249950,245000,239000,249000,239250,259000,255000,249000,249900,249900,237950,234500,260000,239000,249000,259900,249900,259000,259925,285000,285000,285000,299000,309000,319949.5,319000,3e+05,299900,299250,299500
"Town of Greenfield, MA",468,210000,215000,212900,210000,207250,210000,212500,209500,209900,207000,207900,2e+05,202500,215000,215000,215000,215000,215000,210000,209000,210000,2e+05,189900,189900,185000,179900,185000,190000,209000,204900,210000,205000,209000,209000,219900,219250,212000,212000,214900,219000,229900,229000,229000,224900,226500,222900,224500,209900,209900,219000,225000,229000,233450,234900,229000,225000,225000,229000,227000,229000,224900,219894,219000,219900,225000,224900,229900,239000,234900,230000,229900,229900,229900,224900,229900,235000,239900,239900,239000,232000,225000,229000,225000,220499.5,219949.5,219894,230000,239900,239900,234450,232000,229450,229000,224000
"Muskogee, OK",469,84900,83700,79880,89575,89125,94900,99900,99950,1e+05,105950,109900,94450,89450,87500,88880,85500,95000,98000,1e+05,99450,95000,89900,89900,89900,85100,91500,89900,90000,99500,94400,89900,99900,105000,99900,93900,91500,95845,1e+05,97500,99500,99900,104500,99500,98500,99900,99500,99900,99900,99900,99000,105000,103900,99700,96850,96800,99900,99900,99900,109950,107000,106375,107500,102000,108950,112000,110000,110000,114900,119700,119500,119000,114900,109950,101000,1e+05,99000,97750,89900,89900,90900,94000,94500,92450,97750,110000,112500,104250,107450,110250,110500,114900,115000,115000,112950
"Frankfort, KY",470,146500,146750,149900,146500,145500,149900,146000,149900,150000,149900,149000,144500,142000,139900,143200,140000,144600,143900,142000,145700,147500,148500,139950,139450,139900,140450,139900,139000,136950,134900,134900,134500,134500,132900,135900,136250,134900,134900,134900,134000,134500,131450,129400,129000,129900,128500,125000,124900,124500,126500,125000,128950,129900,129900,129900,129949.5,129900,129900,129900,128900,127250,129900,132500,132650,132850,134900,134900,136200,134900,130000,132200,132900,134900,132900,135000,135000,137900,139500,139500,135900,134900,136700,137900,135000,138250,139900,139900,144200,149900,155000,157000,157700,159900,159000
"Owosso, MI",471,99951.5,107900,109372,109900,1e+05,99900,96950,95000,95450,89900,84900,84900,77200,75000,78500,74800,74900,79900,84250,89900,87000,82775,74900,64900,64900,59950,65000,65000,69900,69250,69900,69900,69900,69900,79900,79900,84950,85000,82000,84000,84900,89875,89900,89350,88450,88900,84900,86950,79900,80000,86945,99900,97200,98200,89900,94900,97900,89900,86450,79900,79000,79900,74900,74900,79900,92000,94900,92000,94900,86900,84900,81500,82900,89900,94900,98950,102450,99900,99753,96750,89500,89900,86950,84900,85000,89000,94000,104000,119000,120000,121900,119650,114900,107900
"Mount Pleasant, MI",472,139000,134950,139900,135000,139000,137500,138250,129900,129900,124900,119900,119450,114950,119900,119900,120750,125000,125000,125000,125000,128000,125420,120000,119900,119900,120000,119900,110000,110000,111450,115000,112000,107500,107500,109900,110450,119900,119900,119950,122750,120500,118450,118750,116450,118950,119450,116900,120000,119900,124950,125000,129000,130000,130000,130000,129900,130000,129900,125000,124400,122900,129900,129900,130000,130000,129900,130000,132950,130000,129900,125000,124900,121900,125000,127450,130900,134999,134999.5,134450,135000,132000,131500,130000,129000,129900,134900,135000,141250,139000,138950,139900,140000,136000,135500
"Statesboro, GA",473,153000,150450,154000,154950,154950,155350,155900,155000,154900,149000,145900,145000,144900,144900,145000,147999.5,146999.5,147450,147200,148050,149000,147500,139900,139900,139900,139500,135900,135000,135000,135000,135000,124575,119900,129900,139900,139999.5,144900,139900,139900,142000,142000,140000,144450,139900,139900,139900,139825,139500,139900,139900,139900,140000,139900,139900,137700,138800,139000,140000,139950,139900,139900,139900,139900,139900,144558.5,144900,143000,145000,142200,139999,139999,141500,139999,144950,147450,149900,159000,157700,159000,159900,159900,162900,163000,162000,164900,159900,159900,162900,159900,159900,159450,164900,167700,164900
"Marion, IN",474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,79900,80000,79900,77250,73900,70950,69400,69900,69900,69900,69900,69900,73900,72900,80960,84900,79900,79500,79700,79900,79900,82500,82500,85700,85000,85750,85750,82900,82200,79900,79950,79900,78200,78900,74900,75000,82500,84900,84900,79900,79900,80450,79700,79900,79900,79900,79900,79900,84900,77000,79900,74950,70700,69950
"Stevens Point, WI",475,164900,164900,164900,164900,164950,167900,167900,165000,159900,159900,160000,159950,159900,159900,154950,159900,159900,159900,159900,155000,154900,154000,149900,139900,134900,134200,133900,134900,134900,140000,139900,137900,139900,136900,139900,139900,139900,139900,139900,141250,145000,148400,145500,148000,148950,146500,139900,139900,139900,139900,139900,144900,145000,151500,149900,149300,149900,154450,159900,159000,159900,159000,160000,164900,159900,165450,169900,169900,169900,169450,173900,169900,164900,164900,165000,169900,184500,179900,179500,174900,172900,169949.5,164900,159900,159900,164900,169900,179900,199000,195000,198100,199000,194700,189900
"Minot, ND",476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219900,219900,225000,235000,224900,229900,249900,250000,244900,245000,239900,239900,237990,229450,230000,229950,232900,235000,239900,238500,229900,225900,229450,224950,229900,239900,232350,239900,255950,251900,250900,252450,245000,239900,239650,235000,229900,229000,229900,228925,229000,220000,222000,224900,219900,219900,219500,214900,210450,209900,207500,207250,209900,204900,2e+05,199900,199000,204400,199999,207900
"Shawnee, OK",477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118400,119900,119949.5,119000,109450,105000,106250,107950,102000,102000,115000,115000,115000,114900,110000,113000,109900,104500,104500,107500,104250,104500,109900,115700,119500,120000,119900,124900,124000,125000,125000,125000,119500,119500,129900,125000,134900,134500,134500,133450,133700,134700,134950,135000,135000,139500,134900,134950,132500,135000,138092,144950,143000,145000
"North Wilkesboro, NC",478,175000,177400,169700,168700,165000,172900,164900,159900,159000,159900,159900,157000,159900,169900,166450,159000,169900,176700,169900,169900,169000,164900,169900,168750,159900,159900,159900,149900,145000,149900,144950,149900,149900,144900,149900,149900,149900,141500,149900,156950,159000,162000,168500,164750,164950,164700,159900,159900,159000,150000,159000,159900,169900,169000,172000,176800,169900,169900,169900,169900,165000,169900,169900,174900,170000,174900,175000,179900,179000,170500,178450,169900,169900,169900,179900,187700,179900,179900,185000,184000,179900,174900,169900,169900,169900,175000,179900,187500,189900,195000,187500,185000,189500,189900
"Richmond, IN",479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74900,79900,79900,79200,79900,79900,77000,76000,74250,74700,74900,78500,78460.5,77500,77800,74900,74900,74900,76850,74900,69900,69900,69900,67500,69900,79000,79900,79900,88450,89000,79900,79900,79900,77825,76500,76000,77325,79500,79900,87500,87500,83848,80999.5,87500
"Greeneville, TN",480,145900,141975,135900,134400,135450,134900,134900,137700,145000,149000,144900,139900,139900,139900,144450,139900,139900,139900,139900,137500,135000,134950,129900,129900,129900,125000,126900,129900,121000,122000,125900,124900,123700,124900,137950,137900,139900,134900,136000,138450,139900,141900,139900,139900,139900,136900,129900,129900,129900,129900,132900,134900,139000,139900,139900,139900,125000,124000,122950,122877,124900,121900,124900,126000,129900,129900,129900,129900,129000,139900,139900,139000,136700,139400,139900,139900,145450,144900,149900,150000,154900,149900,149900,140000,149000,149900,149900,150000,159500,154900,154900,154950,159900,159900
"Martinsville, VA",481,96500,91900,95750,95000,99000,99500,99900,99500,99500,98000,98000,98000,95000,98183.5,98850,99600,99900,99900,99900,98900,98500,98700,93500,94500,99900,94500,95000,94500,95950,99500,92700,92500,89900,89900,98250,98000,92900,93700,94900,98625,94000,96750,96750,94900,95700,95900,94900,92250,92500,94900,95000,94900,92900,94000,94950,95000,95250,97400,97400,94900,94500,94500,94950,98950,99000,1e+05,106200,1e+05,103800,99900,99900,99900,99000,99500,99900,99500,99900,99500,1e+05,95000,95000,94900,92750,89900,93400,89900,89900,92900,94650,94964,97950,94900,96400,94000
"Forest City, NC",482,199000,199000,189900,194450,189250,185875,189900,179250,189900,190550,199500,189900,189000,189900,194900,198700,199000,199700,189500,187000,180000,179500,174200,169900,170000,163000,162250,159900,158000,159900,159900,149900,159900,154950,172500,179000,179900,179900,189900,194900,199000,199500,195000,199000,199000,195000,189900,189900,189700,188450,189000,189900,194000,199000,198900,199500,199000,198200,199000,198200,193000,194900,196000,199000,199500,198500,197000,191900,194900,197500,197500,198900,189900,199900,199900,2e+05,210000,209900,211450,215000,210000,220000,210000,209250,2e+05,199900,202450,215000,225000,239000,239900,239500,239900,239900
"Lake City, FL",483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,139900,142500,141550,138900,145000,147700,149600,149900,149000,145000,150000,148950,142000,139900,143106,149000,141503,137500,148500,144900,140000,144940.5,141938,148250,139000,144800,148500,154900,156500,155000,155282,160000,164500,169900,164900,160000,159900,164900,164900,174950,178250,175000,175000,174900,179900,187500,179900
"Kapaa, HI",484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649000,649000,595000,599900,632500,695000,719000,704000,685000,689000,695000,699000,719000,769000,748000,727000,738500,699000,699250,699000,655000,675000,650000,650000,650000,675000,675000,669000,649750,669000,659000,659000,629000,635000,665000,689500,695000,667000,659000,630000,645000,635000,692000,699000,699000,695000,691675,695000,699000,698300,695000,689875,695000,729000,757000,709000,704500,699000,699000,725000,724419,725000,725000,724419,699000
"Marquette, MI",485,142000,149900,159900,151900,154900,159900,159900,156000,149900,145450,144900,139900,139900,145000,148500,149900,144900,139000,137750,138200,135000,138950,129900,129891.5,134900,129900,134900,139900,140000,137850,137500,135000,139900,139900,139900,141400,139900,145000,146000,144900,149900,146500,149000,149450,144700,145000,139900,144900,144000,139900,145000,144950,143650,145900,149900,147500,139949.5,143950,143900,142500,146000,144900,149000,149900,149900,156900,152500,149900,148900,144900,149900,149000,149900,149900,149900,149900,153950,154900,154900,154900,149900,148950,145900,147995,139900,139900,146175,159500,162450,159900,161000,159900,155950,154900
"Lagrange, GA",486,139900,149000,142900,142000,136950,135450,134950,138945,135900,134900,132350,119000,119900,109950,118900,125990,129900,130000,130000,130000,133450,134900,124900,119900,119000,114900,120950,124900,116950,124400,129900,138400,129900,133400,144800,142900,144150,139900,142900,142450,139950,142000,142000,143400,149900,149950,149900,149900,146000,142500,152850,152900,155400,159135,158000,159850,158000,154900,151700,159900,157900,156750,149950,148900,149900,154950,149900,144200,148800,145900,148700,143000,144900,144900,154950,159900,159900,159900,160000,159900,168000,159000,159900,159900,159900,154900,154950,159900,165000,164950,168267.5,165000,154900,148500
"Marion, OH",487,,,,,,,,,,,,,,,,85000,96450,93900,93500,92500,93700,82000,75000,76000,78000,76450,75000,79000,84900,83950,84900,89700,79900,79900,80000,77500,74900,74950,74900,75000,82200,84850,85000,85450,84900,84900,81900,79950,77900,79000,76450,79998,82950,88900,88500,89900,88900,89900,89450,85900,84900,79900,76450,74500,87900,84900,83250,83000,84900,83749,83500,79900,79900,79900,83700,89900,92250,93888.5,99900,99900,93250,93250,99900,94900,85000,82900,84900,84650,86500,97450,99900,92000,88200,79900
"Morehead City, NC",488,325000,329000,325750,320000,325000,325000,320000,319000,319000,315000,309000,299950,295900,298495,299900,299900,299900,299900,299000,299900,299949.5,299900,299000,298800,288000,275000,279000,279000,275000,275000,270000,265000,267000,266500,270000,269000,271500,269900,269057,269900,269900,274900,271249.5,274900,275000,275000,269000,265000,265000,269900,271999,277500,277500,275000,275000,279500,279550,279500,279900,284900,285250,290900,287500,294000,289000,285000,279900,284999.5,284900,279950,275000,275000,274900,279000,285000,279900,277777,275000,275000,280000,284650,288950,280000,279900,280000,284450,287000,289500,289000,290499.5,299000,298500,298990,299000
"Klamath Falls, OR",489,176500,182450,174900,169900,165000,162900,162000,160950,159000,159000,149900,139900,134950,139900,140000,139500,140000,148000,149925,149900,149900,149000,139900,133750,134120.5,129900,134900,135000,135000,135000,139000,149000,150000,159000,165000,165000,172750,175000,179900,180000,180000,185000,186000,189000,181900,183900,183900,175000,174900,179900,179900,184700,179450,182000,187500,182000,179900,179000,179900,169900,175000,175000,179900,187500,189250,183450,189000,189700,189900,189000,189900,189900,189900,187500,189900,186900,195250,195000,190000,189900,189000,189900,189000,186700,180999.5,182450,179999,189000,199500,199000,199900,199000,199000,199999
"Marinette, WI",490,134950,134900,132900,134950,129000,116450,118000,119900,119700,119500,113900,106900,104700,105900,110000,115000,119000,119250,114900,110950,114900,102000,1e+05,99500,89900,89900,89000,88900,89000,89500,89900,89900,94900,95500,99900,99500,99900,99900,98900,98900,99900,99900,99900,99900,99900,104900,99000,99000,99500,99000,99900,99500,104900,105000,107900,106450,108500,105900,99949.5,104900,99900,99000,99900,99900,111000,109997.5,116250,124900,127500,127900,123900,115000,99900,94900,95000,104700,109900,110000,114900,114900,118500,119500,119900,124800,119000,119000,114900,119900,124900,124900,124900,120000,124650,124900
"Roswell, NM",491,154200,157000,155500,155000,151450,159000,152900,156000,154900,150000,153400,149900,150000,154900,155000,159250,159250,159500,155500,154950,149950,150000,145000,140000,135000,129900,136250,139900,142000,139900,139000,139700,138750,139900,139900,139900,135000,135000,134900,135000,137900,140000,139900,139450,139900,140000,144900,138500,135000,139000,140000,147000,147500,149000,153900,155500,149900,145500,149000,145000,145000,155000,153250,151350,146500,144000,143000,139750,137950,135000,135000,135000,138500,138750,137725,137425,145000,149000,149000,155450,149450,140000,149250,148000,139250,135000,136250,142000,135000,140000,149500,159900,152500,165000
"Marshall, TX",492,165250,169900,169900,159900,169450,165000,165000,167900,167000,165000,164700,161500,150000,149950,150000,156900,159000,174900,174700,179900,184750,173450,179900,179450,160000,155000,163250,154500,153900,165000,153900,163500,174000,164950,172500,174500,176200,175000,179900,175000,175000,169500,165000,167250,169500,169500,160000,160000,172500,179900,179900,179900,189000,182000,185000,182584.5,179000,175000,175000,174900,178450,179900,179400,179450,175900,179900,183750,185000,183500,185000,179000,179000,167900,165000,172100,169900,172900,169900,169900,169900,165900,168500,169900,169700,169900,173500,179900,182500,189900,189900,189900,189900,189900,194500
"Farmington, MO",493,125000,120000,119900,119900,119900,119900,117900,115950,119900,123900,120500,120000,109900,1e+05,110000,116200,119900,119900,119000,120000,116200,115000,109900,109500,109000,109500,109900,114900,110000,112900,114900,109950,104200,96250,105000,107000,103950,105000,109000,109900,115000,114900,113500,109900,114900,117500,112000,114900,109900,109900,109900,117810,119900,119900,115000,110000,114900,109900,114900,114450,109700,109000,109900,114900,114000,115900,109900,109900,110000,107900,104900,98000,92750,99900,104900,109900,109900,114000,114900,113950,113450,112900,112900,102500,99900,99900,104900,109900,110000,109900,119900,119000,124900,120000
"Charleston, IL",494,92500,92500,94450,93700,94500,94900,94900,90900,90950,86950,94000,89450,88250,85000,91000,91000,94900,98000,92500,94900,94950,92500,91000,99100,98900,97900,97950,89900,92000,99999,99999,99900,104900,93200,89900,88700,84700,84700,85800,89900,96000,93700,89900,89900,87000,86950,84900,84900,84500,87500,89900,89500,94500,92000,96500,97500,95000,89900,87500,85900,85000,84700,87500,85000,89900,89900,89900,89900,89900,89900,89900,89500,89900,93500,95000,95000,97200,100900,105000,94500,93500,89900,88750,85000,81500,84950,85000,87000,85000,88900,89900,90000,87700,83000
"Athens, OH",495,141000,145000,153500,152250,151000,149900,145450,149500,148900,138500,131950,128500,125500,117995,134900,139900,148900,148000,149000,139900,139000,139000,134900,129900,132750,129900,131750,137900,139900,149700,149700,144500,135700,129900,139000,137950,135000,135000,134900,136000,135000,136000,142000,139900,138000,144900,148450,149900,144900,144900,158499.5,149900,145900,147900,149850,147950,140800,139900,139000,138250,139900,144500,150000,155500,154950,154950,159900,159000,159000,159500,159900,159950,156950,157000,165000,164900,158500,155000,156500,159700,158950,152500,142000,144900,142900,159900,168000,169900,169900,177000,189750,179500,178750,189000
"Hobbs, NM",496,,,,,,,,,,,,,,,,,,,,,,,,,,,167500,179000,172500,166400,165000,159900,169900,169900,165000,175000,184450,194000,182700,192750,195900,197000,187000,180950,180900,176950,189500,189450,183000,180900,190000,195000,195450,184900,179000,179400,179800,173500,166500,165000,175000,167250,182000,186250,177000,169950,170000,175000,179900,170000,183950,175000,173000,175000,185000,174900,175000,174900,175000,173000,169900,172450,179000,170000,175000,165000,168500,170000,174950,178000,180000,180000,176250,179500
"Lakeport, CA",497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,189000,189000,180000,199000,209000,219900,219950,225000,229000,229000,225000,213450,210000,210000,219000,217000,225000,233000,240000,242000,239000,245000,245000,247250,236750,234950,234900,239000,240000,250000,249250,245000,239000,239000,245000,239000,229000,234000,230000,239950,250000,256750,259000,259000,259500,259250,258000
"Nacogdoches, TX",498,185000,189000,187000,185000,176950,160000,181500,175900,187250,187250,182450,149900,157000,167000,170500,167000,165950,172500,168497.5,167000,173250,167500,164750,144950,149725,149900,152700,173950,165000,174900,165000,155750,142200,144900,144950,142500,149900,150000,159900,154450,145000,149450,149950,157200,164900,164900,155000,149900,142000,151700,154700,159700,179249.5,177500,173450,173000,169750,159900,162400,149450,149950,158000,159450,169000,171000,169900,173950,169500,184500,171450,185000,185000,195650,199500,195150,171950,188450,196500,197500,196288,190000,198700,201700,199949.5,195000,199500,193900,199900,209200,204249.5,212000,199900,199460.5,205000
"Hutchinson, KS",499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99750,99500,94500,1e+05,101500,99000,94100,98700,91450,91950,94900,96075,95000,97000,109800,118000,109800,117900,115000,105000,105000,104900,105900,104900,1e+05,104900,102450,105000,117000,119950,114900,115250,119900,119950,114950,109925,109000,109900,1e+05,99900,93000,97000,96900,97200,99800,99400,102900,105000,95000,98750,95500,94500,106250,112250,112000,110000,105000,109900,109900
"Faribault, MN",500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,169900,170500,181700,206750,209900,209900,215000,229900,255000,238400,229950,209900,219450,224000,239900,244200,244900,244900,239500,247900,240000,236450,242450,249900,234950,239950,254770,256450,254900,267500,268700,269900,274900,277450,279900,289700,285000,282450,275000,277450,279900,299900,299900,319000,320000,329400,299949.5
"Elizabeth City, NC",501,199900,199500,195000,195000,190000,189900,189900,181000,179700,179250,179900,179000,175000,176000,175000,175000,183500,179900,185000,184900,179250,174900,170000,164900,161250,164900,159950,157590,154900,145000,139900,139900,146000,159000,174900,174900,174450,180000,179500,181450,180000,179900,179000,179500,175000,169900,169000,174950,174950,175000,179000,179000,179000,174900,175000,169900,169950,165000,169900,175000,179900,179800,175000,185000,179000,175000,174900,174900,174500,175000,177500,177500,177950,186750,190900,199000,199000,195900,196625,189900,189900,189250,185000,185000,189900,190000,193925,201400,205000,209900,209000,205000,215000,210000
"Ionia, MI",502,99900,109900,99900,99850,99900,99900,99900,99850,91900,91000,89900,87000,85000,84900,89850,89900,93000,93000,89900,89000,87500,84900,79900,74950,77900,75000,74900,79900,84900,85600,89900,89900,84900,79900,89900,89900,94900,94900,99900,104900,109900,109900,108900,109900,109900,99900,99900,101900,99900,99900,109900,118450,123500,124900,123900,124900,126400,122900,119900,119900,116500,115000,115000,116900,119900,119900,119000,115450,112900,114900,115000,114900,119900,119000,115000,134900,134900,130900,125000,120000,119900,119450,115500,114900,111700,117875,119900,127450,139900,139900,139900,139250,142500,149900
"Alamogordo, NM",503,155950,157950,159500,164900,168500,165000,166500,164900,168750,164900,169500,166000,165000,161750,164900,159900,162700,167000,155000,149900,149900,149950,149900,159500,159500,168500,164900,168950,160000,159500,159900,159900,159925,166250,164900,159750,159900,159900,159500,156250,160950,158750,157900,156250,153500,149950,153200,152500,150950,157500,157900,159000,163500,155000,155000,151250,154000,153000,150000,154000,150000,157000,154350,150000,154350,154700,159700,154800,155900,157500,155000,157500,161450,159900,164000,167500,166090,167500,169900,169500,169000,169000,169500,167500,168900,169900,173600,169900,174900,174000,169950,171500,174900,179500
"Red Bluff, CA",504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212500,210000,198000,205000,2e+05,205000,198950,195000,199000,198950,195000,195000,185500,179000,199000,214900,215000,220950,224975,225000,195000,217245,213000,215995,219750,214900,219000,212200,214700,225000,225000,229900,225000,219900,229500,228750,225000,225000,229150,229500,239950,240000,234900,245000,244450,229900,239000,240000
"Hudson, NY",505,259000,263900,264450,255000,264000,264499.5,259900,259900,264000,269000,274000,275000,274450,275000,279000,275000,283500,289000,296000,285500,279900,269900,275000,269000,269000,265000,265000,269000,269000,275000,275000,275000,275000,269900,270000,269250,269900,269900,275000,279000,279500,285000,279000,279500,285000,279900,275000,269900,269000,269000,265000,269000,279000,279000,279000,272400,275000,279000,289000,295000,295000,295000,299000,299900,299000,299000,298000,289000,287000,295000,294900,289500,294900,290000,286250,299000,299975,324900,3e+05,3e+05,309900,299900,309000,315000,309000,299250,309000,299900,309000,299900,299900,3e+05,310000,310000
"Somerset, KY",506,149000,149900,149900,149900,149900,149900,149900,149900,154900,154900,159000,160000,154900,149900,159450,159000,159900,154400,149900,149900,149000,144900,139900,139900,139900,144400,144950,144900,143950,144900,142900,144500,142399.5,139900,139500,139900,138950,134900,139900,145900,145900,147000,149900,142250,145900,145900,139900,139900,139000,144900,149000,149900,149000,149900,149900,149900,149900,149000,147450,148500,146000,148000,143100,147700,155900,159900,159900,159900,159500,154950,147000,139900,139900,139900,149900,149900,149900,159000,159900,159900,159900,159900,159900,159900,159900,159900,156900,159000,159900,159900,154900,159900,159900,159900
"Coos Bay, OR",507,199995,195000,189900,189900,188500,194750,199000,198000,189900,189000,185000,179900,175000,169000,175000,167750,167000,169000,169000,169900,170000,170000,169000,165000,164900,159000,159950,165000,168400,167250,165000,169900,171250,169950,175450,179000,179000,185000,185750,190000,192900,190000,189000,189000,195000,189000,190000,189900,189250,189000,187000,189950,195000,199500,199400,216500,220000,214750,209700,199900,199900,203950,210000,210000,215000,217000,215000,208000,205500,2e+05,207500,199900,210000,215000,214750,219000,219000,225000,225000,225000,221500,222750,225000,225000,220000,212900,214450,219950,229000,239000,248500,249000,240500,239500
"Walla Walla, WA",508,214700,217300,209500,209000,217000,210000,209000,205000,205000,210500,199900,199945,210000,199950,215000,215000,216600,218900,215000,210000,2e+05,199900,198500,194950,193350,199000,199000,209700,211950,199000,199000,199000,199999,199000,199999,199000,197500,190000,192750,197150,196000,195000,195000,199250,192000,186650,189500,189250,184945,183000,189000,189500,189900,194995,196500,199999.5,199900,199000,199995,197995,198250,199700,199250,205000,209900,213500,218750,218750,224949.5,219000,216596,218000,214244,210000,211250,229000,229000,232489,239937,239000,229200,229000,222700,215000,219000,220000,220000,220000,237000,245000,239925,239000,246794,249450
"Athens Township, PA",509,139900,144950,149900,142450,139900,139900,149500,144950,149900,149900,144900,145000,149900,149900,149900,151950,172000,175000,180000,169900,169200,169900,169900,176500,179000,179500,179900,179500,175000,169900,174900,169900,167900,159900,164900,161500,160700,159900,159450,159450,159000,155000,159000,159000,156500,155000,152450,154000,152500,158250,159000,154900,159000,159000,159000,159000,154900,154500,152000,150000,150000,150000,150000,150000,153950,154950,160000,159900,159500,160000,163900,161900,159900,156250,154999.5,159000,159500,159500,151500,149900,149900,149500,145450,149000,145000,144900,145000,148900,149900,149500,139999.5,139900,139900,139900
"Town of Oneonta, NY",510,179000,179000,179900,179000,179000,169900,169250,169900,165000,164950,159900,159000,169000,170000,172950,171000,171950,166450,164900,159900,159900,165000,169000,165000,169500,167700,164970,169000,160000,165000,164000,159900,165000,159900,165000,164000,165000,164000,169700,163900,159900,162450,164900,169000,166250,159900,165000,165000,157900,159000,161950,175000,177000,175000,175000,169000,169500,168500,164900,164500,160000,159900,158000,156500,164900,169000,164900,168950,160000,163500,159900,159900,159900,159900,159950,163500,169000,169900,165000,162500,164900,159900,155000,150000,149000,149000,149900,152950,157000,153400,154999.5,160000,160000,163700
"Keokuk, IA",511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127500,139000,135000,116250,104900,99900,99900,99500,95000,94000,95000,95000,96900,95500,99000,99700,98500,97250,98000
"Reedsburg, WI",512,185000,185900,182400,179900,175950,174900,178900,180000,179900,173500,169900,169900,169900,169900,169900,165500,169900,174900,169900,169900,172900,169900,169900,154900,139900,139900,140000,147900,144900,144900,139900,148000,147900,149900,159900,155950,154900,149900,154900,159000,159800,164900,164900,165000,164950,164900,159900,159900,164900,164950,169500,169900,169900,164900,162000,169000,168750,169000,169250,167000,169000,167000,162900,164900,162700,167000,168200,164900,164900,164900,169900,169900,174900,179900,175000,175000,179900,183250,184900,180000,179900,184900,189900,189000,189900,184900,194950,189900,194900,199900,199900,199450,199900,204900
"Marietta, OH",513,121700,129900,138000,129900,129250,134900,139900,139900,144900,139900,129900,129500,121500,135500,139900,139900,137700,139000,138450,134900,139900,131450,135450,129450,126000,129900,136750,139450,143950,139450,134700,139450,140000,139900,152250,145000,140000,129900,129900,139000,149000,149900,150000,146000,140000,138250,135000,135000,139900,145450,145000,147000,159000,149000,149000,149900,149900,149700,149450,149450,147000,145000,150000,168500,165000,165000,160000,159000,159000,159500,165000,165000,159169.5,159000,157750,157500,153700,154900,150000,150000,149900,150000,154950,155000,161450,162750,160950,161000,165000,164000,154900,149900,150000,149900
"Salina, KS",514,129450,128400,125700,124200,126900,124900,120000,120000,119900,116450,116000,107450,109900,109900,109900,114950,118450,119900,119900,119900,118500,114900,99900,103450,109900,108500,119000,125000,128000,120500,114900,107950,109900,108000,113200,110050,115000,117500,119900,119700,122500,125000,124900,128900,128000,120000,129900,130000,128900,137000,134900,134900,129999.5,129700,129500,127900,125000,121900,125000,125000,124900,128500,134950,135000,140950,141400,133450,129900,125000,128000,118750,119250,117500,117500,119900,129000,133625,132350,131555,132700,140000,139900,134900,130000,129900,134900,139900,129900,139950,137500,136950,138000,139900,138750
"Town of Rutland, VT",515,205000,199500,199900,199250,202000,200722,199250,209049.5,205000,199900,204750,199000,190000,185000,188000,199000,199000,199900,199900,199000,199000,199000,190000,189000,182500,189000,189900,192500,195000,195000,191000,189900,180000,183250,181000,184900,184900,185000,185000,187000,188750,185000,179000,178000,175000,175000,174900,169000,169000,174000,174700,175000,179900,182750,185000,182500,184500,184700,179950,179250,179000,175000,179000,179999.5,187000,187000,187000,184700,187500,185000,184900,179900,179500,179900,184500,186000,190000,189900,190000,187000,189000,189250,192000,189000,184500,189000,189000,189000,189900,190000,193500,189700,189000,189900
