Year,Period ID,Period,Area,Adjusted,Labor Force
"2014","01","Jan","Laredo MSA","Adj","110,564"
"2014","02","Feb","Laredo MSA","Adj","110,735"
"2014","03","Mar","Laredo MSA","Adj","110,863"
"2014","04","Apr","Laredo MSA","Adj","110,922"
"2014","05","May","Laredo MSA","Adj","111,039"
"2014","06","Jun","Laredo MSA","Adj","111,260"
"2014","07","Jul","Laredo MSA","Adj","111,440"
"2014","08","Aug","Laredo MSA","Adj","111,540"
"2014","09","Sep","Laredo MSA","Adj","111,563"
"2014","10","Oct","Laredo MSA","Adj","111,485"
"2014","11","Nov","Laredo MSA","Adj","111,305"
"2014","12","Dec","Laredo MSA","Adj","111,245"
"2013","01","Jan","Laredo MSA","Adj","110,312"
"2013","02","Feb","Laredo MSA","Adj","110,388"
"2013","03","Mar","Laredo MSA","Adj","110,438"
"2013","04","Apr","Laredo MSA","Adj","110,883"
"2013","05","May","Laredo MSA","Adj","111,206"
"2013","06","Jun","Laredo MSA","Adj","111,163"
"2013","07","Jul","Laredo MSA","Adj","111,122"
"2013","08","Aug","Laredo MSA","Adj","111,075"
"2013","09","Sep","Laredo MSA","Adj","110,665"
"2013","10","Oct","Laredo MSA","Adj","110,134"
"2013","11","Nov","Laredo MSA","Adj","110,096"
"2013","12","Dec","Laredo MSA","Adj","110,348"
"2012","01","Jan","Laredo MSA","Adj","108,901"
"2012","02","Feb","Laredo MSA","Adj","108,836"
"2012","03","Mar","Laredo MSA","Adj","108,831"
"2012","04","Apr","Laredo MSA","Adj","108,682"
"2012","05","May","Laredo MSA","Adj","108,726"
"2012","06","Jun","Laredo MSA","Adj","109,081"
"2012","07","Jul","Laredo MSA","Adj","109,337"
"2012","08","Aug","Laredo MSA","Adj","109,480"
"2012","09","Sep","Laredo MSA","Adj","109,706"
"2012","10","Oct","Laredo MSA","Adj","109,826"
"2012","11","Nov","Laredo MSA","Adj","109,820"
"2012","12","Dec","Laredo MSA","Adj","109,989"
"2011","01","Jan","Laredo MSA","Adj","106,971"
"2011","02","Feb","Laredo MSA","Adj","107,223"
"2011","03","Mar","Laredo MSA","Adj","107,147"
"2011","04","Apr","Laredo MSA","Adj","107,129"
"2011","05","May","Laredo MSA","Adj","107,286"
"2011","06","Jun","Laredo MSA","Adj","107,456"
"2011","07","Jul","Laredo MSA","Adj","107,661"
"2011","08","Aug","Laredo MSA","Adj","108,087"
"2011","09","Sep","Laredo MSA","Adj","108,603"
"2011","10","Oct","Laredo MSA","Adj","108,868"
"2011","11","Nov","Laredo MSA","Adj","108,978"
"2011","12","Dec","Laredo MSA","Adj","109,029"
"2010","01","Jan","Laredo MSA","Adj","103,804"
"2010","02","Feb","Laredo MSA","Adj","104,058"
"2010","03","Mar","Laredo MSA","Adj","104,500"
"2010","04","Apr","Laredo MSA","Adj","104,910"
"2010","05","May","Laredo MSA","Adj","104,787"
"2010","06","Jun","Laredo MSA","Adj","104,632"
"2010","07","Jul","Laredo MSA","Adj","105,086"
"2010","08","Aug","Laredo MSA","Adj","105,553"
"2010","09","Sep","Laredo MSA","Adj","105,440"
"2010","10","Oct","Laredo MSA","Adj","105,402"
"2010","11","Nov","Laredo MSA","Adj","105,837"
"2010","12","Dec","Laredo MSA","Adj","106,418"
"2009","01","Jan","Laredo MSA","Adj","92,944"
"2009","02","Feb","Laredo MSA","Adj","92,970"
"2009","03","Mar","Laredo MSA","Adj","92,969"
"2009","04","Apr","Laredo MSA","Adj","92,865"
"2009","05","May","Laredo MSA","Adj","94,081"
"2009","06","Jun","Laredo MSA","Adj","94,362"
"2009","07","Jul","Laredo MSA","Adj","94,805"
"2009","08","Aug","Laredo MSA","Adj","94,904"
"2009","09","Sep","Laredo MSA","Adj","94,865"
"2009","10","Oct","Laredo MSA","Adj","95,068"
"2009","11","Nov","Laredo MSA","Adj","95,210"
"2009","12","Dec","Laredo MSA","Adj","95,181"
"2008","01","Jan","Laredo MSA","Adj","90,340"
"2008","02","Feb","Laredo MSA","Adj","90,643"
"2008","03","Mar","Laredo MSA","Adj","91,148"
"2008","04","Apr","Laredo MSA","Adj","91,967"
"2008","05","May","Laredo MSA","Adj","92,691"
"2008","06","Jun","Laredo MSA","Adj","92,984"
"2008","07","Jul","Laredo MSA","Adj","92,829"
"2008","08","Aug","Laredo MSA","Adj","92,902"
"2008","09","Sep","Laredo MSA","Adj","93,385"
"2008","10","Oct","Laredo MSA","Adj","93,461"
"2008","11","Nov","Laredo MSA","Adj","93,109"
"2008","12","Dec","Laredo MSA","Adj","92,937"
"2007","01","Jan","Laredo MSA","Adj","88,471"
"2007","02","Feb","Laredo MSA","Adj","88,297"
"2007","03","Mar","Laredo MSA","Adj","88,190"
"2007","04","Apr","Laredo MSA","Adj","88,223"
"2007","05","May","Laredo MSA","Adj","88,769"
"2007","06","Jun","Laredo MSA","Adj","89,611"
"2007","07","Jul","Laredo MSA","Adj","90,113"
"2007","08","Aug","Laredo MSA","Adj","90,161"
"2007","09","Sep","Laredo MSA","Adj","89,984"
"2007","10","Oct","Laredo MSA","Adj","89,877"
"2007","11","Nov","Laredo MSA","Adj","89,922"
"2007","12","Dec","Laredo MSA","Adj","90,059"
"2006","01","Jan","Laredo MSA","Adj","86,711"
"2006","02","Feb","Laredo MSA","Adj","86,838"
"2006","03","Mar","Laredo MSA","Adj","87,134"
"2006","04","Apr","Laredo MSA","Adj","87,429"
"2006","05","May","Laredo MSA","Adj","87,681"
"2006","06","Jun","Laredo MSA","Adj","87,811"
"2006","07","Jul","Laredo MSA","Adj","88,103"
"2006","08","Aug","Laredo MSA","Adj","88,438"
"2006","09","Sep","Laredo MSA","Adj","88,509"
"2006","10","Oct","Laredo MSA","Adj","88,644"
"2006","11","Nov","Laredo MSA","Adj","88,765"
"2006","12","Dec","Laredo MSA","Adj","88,673"
"2005","01","Jan","Laredo MSA","Adj","84,065"
"2005","02","Feb","Laredo MSA","Adj","84,155"
"2005","03","Mar","Laredo MSA","Adj","84,235"
"2005","04","Apr","Laredo MSA","Adj","84,644"
"2005","05","May","Laredo MSA","Adj","84,978"
"2005","06","Jun","Laredo MSA","Adj","85,363"
"2005","07","Jul","Laredo MSA","Adj","86,231"
"2005","08","Aug","Laredo MSA","Adj","86,836"
"2005","09","Sep","Laredo MSA","Adj","86,834"
"2005","10","Oct","Laredo MSA","Adj","86,606"
"2005","11","Nov","Laredo MSA","Adj","86,516"
"2005","12","Dec","Laredo MSA","Adj","86,661"
"2004","01","Jan","Laredo MSA","Adj","82,592"
"2004","02","Feb","Laredo MSA","Adj","82,961"
"2004","03","Mar","Laredo MSA","Adj","83,218"
"2004","04","Apr","Laredo MSA","Adj","83,148"
"2004","05","May","Laredo MSA","Adj","82,973"
"2004","06","Jun","Laredo MSA","Adj","82,785"
"2004","07","Jul","Laredo MSA","Adj","82,624"
"2004","08","Aug","Laredo MSA","Adj","82,626"
"2004","09","Sep","Laredo MSA","Adj","82,960"
"2004","10","Oct","Laredo MSA","Adj","83,546"
"2004","11","Nov","Laredo MSA","Adj","83,865"
"2004","12","Dec","Laredo MSA","Adj","83,912"
"2003","01","Jan","Laredo MSA","Adj","80,900"
"2003","02","Feb","Laredo MSA","Adj","80,978"
"2003","03","Mar","Laredo MSA","Adj","80,878"
"2003","04","Apr","Laredo MSA","Adj","80,906"
"2003","05","May","Laredo MSA","Adj","81,015"
"2003","06","Jun","Laredo MSA","Adj","81,067"
"2003","07","Jul","Laredo MSA","Adj","81,035"
"2003","08","Aug","Laredo MSA","Adj","81,016"
"2003","09","Sep","Laredo MSA","Adj","81,238"
"2003","10","Oct","Laredo MSA","Adj","81,819"
"2003","11","Nov","Laredo MSA","Adj","82,266"
"2003","12","Dec","Laredo MSA","Adj","82,398"
"2002","01","Jan","Laredo MSA","Adj","75,660"
"2002","02","Feb","Laredo MSA","Adj","76,042"
"2002","03","Mar","Laredo MSA","Adj","76,490"
"2002","04","Apr","Laredo MSA","Adj","76,843"
"2002","05","May","Laredo MSA","Adj","77,331"
"2002","06","Jun","Laredo MSA","Adj","77,892"
"2002","07","Jul","Laredo MSA","Adj","78,333"
"2002","08","Aug","Laredo MSA","Adj","78,752"
"2002","09","Sep","Laredo MSA","Adj","79,227"
"2002","10","Oct","Laredo MSA","Adj","79,618"
"2002","11","Nov","Laredo MSA","Adj","79,985"
"2002","12","Dec","Laredo MSA","Adj","80,466"
"2001","01","Jan","Laredo MSA","Adj","71,739"
"2001","02","Feb","Laredo MSA","Adj","72,070"
"2001","03","Mar","Laredo MSA","Adj","72,334"
"2001","04","Apr","Laredo MSA","Adj","72,333"
"2001","05","May","Laredo MSA","Adj","72,357"
"2001","06","Jun","Laredo MSA","Adj","72,552"
"2001","07","Jul","Laredo MSA","Adj","72,623"
"2001","08","Aug","Laredo MSA","Adj","72,856"
"2001","09","Sep","Laredo MSA","Adj","73,604"
"2001","10","Oct","Laredo MSA","Adj","74,331"
"2001","11","Nov","Laredo MSA","Adj","74,934"
"2001","12","Dec","Laredo MSA","Adj","75,431"
"2000","01","Jan","Laredo MSA","Adj","71,013"
"2000","02","Feb","Laredo MSA","Adj","71,210"
"2000","03","Mar","Laredo MSA","Adj","71,411"
"2000","04","Apr","Laredo MSA","Adj","71,399"
"2000","05","May","Laredo MSA","Adj","71,152"
"2000","06","Jun","Laredo MSA","Adj","70,750"
"2000","07","Jul","Laredo MSA","Adj","70,435"
"2000","08","Aug","Laredo MSA","Adj","70,493"
"2000","09","Sep","Laredo MSA","Adj","70,627"
"2000","10","Oct","Laredo MSA","Adj","70,724"
"2000","11","Nov","Laredo MSA","Adj","71,046"
"2000","12","Dec","Laredo MSA","Adj","71,446"
"1999","01","Jan","Laredo MSA","Adj","72,842"
"1999","02","Feb","Laredo MSA","Adj","72,805"
"1999","03","Mar","Laredo MSA","Adj","72,839"
"1999","04","Apr","Laredo MSA","Adj","73,098"
"1999","05","May","Laredo MSA","Adj","73,212"
"1999","06","Jun","Laredo MSA","Adj","73,082"
"1999","07","Jul","Laredo MSA","Adj","73,034"
"1999","08","Aug","Laredo MSA","Adj","72,881"
"1999","09","Sep","Laredo MSA","Adj","72,618"
"1999","10","Oct","Laredo MSA","Adj","72,714"
"1999","11","Nov","Laredo MSA","Adj","72,956"
"1999","12","Dec","Laredo MSA","Adj","73,074"
"1998","01","Jan","Laredo MSA","Adj","71,512"
"1998","02","Feb","Laredo MSA","Adj","72,055"
"1998","03","Mar","Laredo MSA","Adj","72,417"
"1998","04","Apr","Laredo MSA","Adj","72,650"
"1998","05","May","Laredo MSA","Adj","72,324"
"1998","06","Jun","Laredo MSA","Adj","71,962"
"1998","07","Jul","Laredo MSA","Adj","72,075"
"1998","08","Aug","Laredo MSA","Adj","72,535"
"1998","09","Sep","Laredo MSA","Adj","73,016"
"1998","10","Oct","Laredo MSA","Adj","73,139"
"1998","11","Nov","Laredo MSA","Adj","72,975"
"1998","12","Dec","Laredo MSA","Adj","72,853"
"1997","01","Jan","Laredo MSA","Adj","69,918"
"1997","02","Feb","Laredo MSA","Adj","70,293"
"1997","03","Mar","Laredo MSA","Adj","70,605"
"1997","04","Apr","Laredo MSA","Adj","70,665"
"1997","05","May","Laredo MSA","Adj","70,716"
"1997","06","Jun","Laredo MSA","Adj","70,839"
"1997","07","Jul","Laredo MSA","Adj","70,743"
"1997","08","Aug","Laredo MSA","Adj","70,596"
"1997","09","Sep","Laredo MSA","Adj","70,569"
"1997","10","Oct","Laredo MSA","Adj","70,606"
"1997","11","Nov","Laredo MSA","Adj","70,587"
"1997","12","Dec","Laredo MSA","Adj","70,796"
"1996","01","Jan","Laredo MSA","Adj","69,355"
"1996","02","Feb","Laredo MSA","Adj","69,249"
"1996","03","Mar","Laredo MSA","Adj","69,182"
"1996","04","Apr","Laredo MSA","Adj","69,052"
"1996","05","May","Laredo MSA","Adj","68,976"
"1996","06","Jun","Laredo MSA","Adj","68,853"
"1996","07","Jul","Laredo MSA","Adj","68,696"
"1996","08","Aug","Laredo MSA","Adj","68,707"
"1996","09","Sep","Laredo MSA","Adj","69,127"
"1996","10","Oct","Laredo MSA","Adj","69,790"
"1996","11","Nov","Laredo MSA","Adj","70,022"
"1996","12","Dec","Laredo MSA","Adj","69,849"
"1995","01","Jan","Laredo MSA","Adj","69,317"
"1995","02","Feb","Laredo MSA","Adj","69,741"
"1995","03","Mar","Laredo MSA","Adj","70,289"
"1995","04","Apr","Laredo MSA","Adj","70,828"
"1995","05","May","Laredo MSA","Adj","71,280"
"1995","06","Jun","Laredo MSA","Adj","71,558"
"1995","07","Jul","Laredo MSA","Adj","71,395"
"1995","08","Aug","Laredo MSA","Adj","71,216"
"1995","09","Sep","Laredo MSA","Adj","71,145"
"1995","10","Oct","Laredo MSA","Adj","70,871"
"1995","11","Nov","Laredo MSA","Adj","70,371"
"1995","12","Dec","Laredo MSA","Adj","69,771"
"1994","01","Jan","Laredo MSA","Adj","66,617"
"1994","02","Feb","Laredo MSA","Adj","66,816"
"1994","03","Mar","Laredo MSA","Adj","66,987"
"1994","04","Apr","Laredo MSA","Adj","67,525"
"1994","05","May","Laredo MSA","Adj","67,931"
"1994","06","Jun","Laredo MSA","Adj","68,346"
"1994","07","Jul","Laredo MSA","Adj","69,115"
"1994","08","Aug","Laredo MSA","Adj","69,603"
"1994","09","Sep","Laredo MSA","Adj","69,422"
"1994","10","Oct","Laredo MSA","Adj","68,873"
"1994","11","Nov","Laredo MSA","Adj","68,666"
"1994","12","Dec","Laredo MSA","Adj","68,586"
"1993","01","Jan","Laredo MSA","Adj","63,786"
"1993","02","Feb","Laredo MSA","Adj","63,670"
"1993","03","Mar","Laredo MSA","Adj","63,747"
"1993","04","Apr","Laredo MSA","Adj","63,984"
"1993","05","May","Laredo MSA","Adj","64,289"
"1993","06","Jun","Laredo MSA","Adj","64,472"
"1993","07","Jul","Laredo MSA","Adj","64,852"
"1993","08","Aug","Laredo MSA","Adj","65,201"
"1993","09","Sep","Laredo MSA","Adj","65,288"
"1993","10","Oct","Laredo MSA","Adj","65,468"
"1993","11","Nov","Laredo MSA","Adj","65,794"
"1993","12","Dec","Laredo MSA","Adj","66,181"
"1992","01","Jan","Laredo MSA","Adj","59,448"
"1992","02","Feb","Laredo MSA","Adj","59,669"
"1992","03","Mar","Laredo MSA","Adj","59,871"
"1992","04","Apr","Laredo MSA","Adj","60,278"
"1992","05","May","Laredo MSA","Adj","60,853"
"1992","06","Jun","Laredo MSA","Adj","61,366"
"1992","07","Jul","Laredo MSA","Adj","61,658"
"1992","08","Aug","Laredo MSA","Adj","61,880"
"1992","09","Sep","Laredo MSA","Adj","62,404"
"1992","10","Oct","Laredo MSA","Adj","63,043"
"1992","11","Nov","Laredo MSA","Adj","63,619"
"1992","12","Dec","Laredo MSA","Adj","63,954"
"1991","01","Jan","Laredo MSA","Adj","57,226"
"1991","02","Feb","Laredo MSA","Adj","57,651"
"1991","03","Mar","Laredo MSA","Adj","57,930"
"1991","04","Apr","Laredo MSA","Adj","57,962"
"1991","05","May","Laredo MSA","Adj","58,158"
"1991","06","Jun","Laredo MSA","Adj","58,503"
"1991","07","Jul","Laredo MSA","Adj","58,551"
"1991","08","Aug","Laredo MSA","Adj","58,435"
"1991","09","Sep","Laredo MSA","Adj","58,378"
"1991","10","Oct","Laredo MSA","Adj","58,481"
"1991","11","Nov","Laredo MSA","Adj","58,807"
"1991","12","Dec","Laredo MSA","Adj","59,151"
"1990","01","Jan","Laredo MSA","Adj","54,326"
"1990","02","Feb","Laredo MSA","Adj","54,725"
"1990","03","Mar","Laredo MSA","Adj","54,988"
"1990","04","Apr","Laredo MSA","Adj","54,945"
"1990","05","May","Laredo MSA","Adj","54,944"
"1990","06","Jun","Laredo MSA","Adj","55,074"
"1990","07","Jul","Laredo MSA","Adj","55,323"
"1990","08","Aug","Laredo MSA","Adj","55,714"
"1990","09","Sep","Laredo MSA","Adj","55,956"
"1990","10","Oct","Laredo MSA","Adj","56,051"
"1990","11","Nov","Laredo MSA","Adj","56,305"
"1990","12","Dec","Laredo MSA","Adj","56,764"
"2017","01","Jan","Longview MSA","Adj","98,152"
"2017","02","Feb","Longview MSA","Adj","98,523"
"2017","03","Mar","Longview MSA","Adj","98,562"
"2017","04","Apr","Longview MSA","Adj","98,319"
"2017","05","May","Longview MSA","Adj","97,654"
"2017","06","Jun","Longview MSA","Adj","96,866"
"2017","07","Jul","Longview MSA","Adj","96,304"
"2017","08","Aug","Longview MSA","Adj","96,451"
"2017","09","Sep","Longview MSA","Adj","96,972"
"2016","01","Jan","Longview MSA","Adj","100,604"
"2016","02","Feb","Longview MSA","Adj","101,463"
"2016","03","Mar","Longview MSA","Adj","101,824"
"2016","04","Apr","Longview MSA","Adj","101,364"
"2016","05","May","Longview MSA","Adj","101,289"
"2016","06","Jun","Longview MSA","Adj","101,467"
"2016","07","Jul","Longview MSA","Adj","101,685"
"2016","08","Aug","Longview MSA","Adj","102,304"
"2016","09","Sep","Longview MSA","Adj","102,520"
"2016","10","Oct","Longview MSA","Adj","101,941"
"2016","11","Nov","Longview MSA","Adj","101,721"
"2016","12","Dec","Longview MSA","Adj","101,950"
"2015","01","Jan","Longview MSA","Adj","103,058"
"2015","02","Feb","Longview MSA","Adj","102,471"
"2015","03","Mar","Longview MSA","Adj","101,659"
"2015","04","Apr","Longview MSA","Adj","101,094"
"2015","05","May","Longview MSA","Adj","100,802"
"2015","06","Jun","Longview MSA","Adj","100,397"
"2015","07","Jul","Longview MSA","Adj","100,101"
"2015","08","Aug","Longview MSA","Adj","100,034"
"2015","09","Sep","Longview MSA","Adj","99,988"
"2015","10","Oct","Longview MSA","Adj","100,204"
"2015","11","Nov","Longview MSA","Adj","100,531"
"2015","12","Dec","Longview MSA","Adj","100,588"
"2014","01","Jan","Longview MSA","Adj","103,706"
"2014","02","Feb","Longview MSA","Adj","103,635"
"2014","03","Mar","Longview MSA","Adj","103,631"
"2014","04","Apr","Longview MSA","Adj","103,856"
"2014","05","May","Longview MSA","Adj","104,207"
"2014","06","Jun","Longview MSA","Adj","104,319"
"2014","07","Jul","Longview MSA","Adj","104,135"
"2014","08","Aug","Longview MSA","Adj","104,118"
"2014","09","Sep","Longview MSA","Adj","104,229"
"2014","10","Oct","Longview MSA","Adj","104,058"
"2014","11","Nov","Longview MSA","Adj","103,689"
"2014","12","Dec","Longview MSA","Adj","103,372"
"2013","01","Jan","Longview MSA","Adj","105,205"
"2013","02","Feb","Longview MSA","Adj","105,642"
"2013","03","Mar","Longview MSA","Adj","105,650"
"2013","04","Apr","Longview MSA","Adj","105,410"
"2013","05","May","Longview MSA","Adj","105,200"
"2013","06","Jun","Longview MSA","Adj","104,997"
"2013","07","Jul","Longview MSA","Adj","104,646"
"2013","08","Aug","Longview MSA","Adj","104,359"
"2013","09","Sep","Longview MSA","Adj","104,007"
"2013","10","Oct","Longview MSA","Adj","103,553"
"2013","11","Nov","Longview MSA","Adj","103,545"
"2013","12","Dec","Longview MSA","Adj","103,718"
"2012","01","Jan","Longview MSA","Adj","105,121"
"2012","02","Feb","Longview MSA","Adj","105,351"
"2012","03","Mar","Longview MSA","Adj","105,682"
"2012","04","Apr","Longview MSA","Adj","105,787"
"2012","05","May","Longview MSA","Adj","105,535"
"2012","06","Jun","Longview MSA","Adj","105,053"
"2012","07","Jul","Longview MSA","Adj","104,581"
"2012","08","Aug","Longview MSA","Adj","104,450"
"2012","09","Sep","Longview MSA","Adj","104,756"
"2012","10","Oct","Longview MSA","Adj","105,017"
"2012","11","Nov","Longview MSA","Adj","104,860"
"2012","12","Dec","Longview MSA","Adj","104,776"
"2011","01","Jan","Longview MSA","Adj","103,101"
"2011","02","Feb","Longview MSA","Adj","103,145"
"2011","03","Mar","Longview MSA","Adj","103,283"
"2011","04","Apr","Longview MSA","Adj","103,524"
"2011","05","May","Longview MSA","Adj","103,457"
"2011","06","Jun","Longview MSA","Adj","103,282"
"2011","07","Jul","Longview MSA","Adj","103,745"
"2011","08","Aug","Longview MSA","Adj","104,480"
"2011","09","Sep","Longview MSA","Adj","104,815"
"2011","10","Oct","Longview MSA","Adj","104,924"
"2011","11","Nov","Longview MSA","Adj","104,994"
"2011","12","Dec","Longview MSA","Adj","105,041"
"2010","01","Jan","Longview MSA","Adj","100,380"
"2010","02","Feb","Longview MSA","Adj","100,963"
"2010","03","Mar","Longview MSA","Adj","101,823"
"2010","04","Apr","Longview MSA","Adj","102,545"
"2010","05","May","Longview MSA","Adj","102,608"
"2010","06","Jun","Longview MSA","Adj","102,408"
"2010","07","Jul","Longview MSA","Adj","102,636"
"2010","08","Aug","Longview MSA","Adj","103,177"
"2010","09","Sep","Longview MSA","Adj","103,718"
"2010","10","Oct","Longview MSA","Adj","103,989"
"2010","11","Nov","Longview MSA","Adj","103,693"
"2010","12","Dec","Longview MSA","Adj","103,226"
"2009","01","Jan","Longview MSA","Adj","108,345"
"2009","02","Feb","Longview MSA","Adj","108,176"
"2009","03","Mar","Longview MSA","Adj","108,199"
"2009","04","Apr","Longview MSA","Adj","108,402"
"2009","05","May","Longview MSA","Adj","109,765"
"2009","06","Jun","Longview MSA","Adj","109,882"
"2009","07","Jul","Longview MSA","Adj","109,809"
"2009","08","Aug","Longview MSA","Adj","109,410"
"2009","09","Sep","Longview MSA","Adj","108,761"
"2009","10","Oct","Longview MSA","Adj","108,550"
"2009","11","Nov","Longview MSA","Adj","108,839"
"2009","12","Dec","Longview MSA","Adj","108,861"
"2008","01","Jan","Longview MSA","Adj","106,431"
"2008","02","Feb","Longview MSA","Adj","106,584"
"2008","03","Mar","Longview MSA","Adj","106,749"
"2008","04","Apr","Longview MSA","Adj","107,066"
"2008","05","May","Longview MSA","Adj","107,558"
"2008","06","Jun","Longview MSA","Adj","108,095"
"2008","07","Jul","Longview MSA","Adj","108,308"
"2008","08","Aug","Longview MSA","Adj","108,326"
"2008","09","Sep","Longview MSA","Adj","108,525"
"2008","10","Oct","Longview MSA","Adj","108,784"
"2008","11","Nov","Longview MSA","Adj","108,742"
"2008","12","Dec","Longview MSA","Adj","108,534"
"2007","01","Jan","Longview MSA","Adj","104,304"
"2007","02","Feb","Longview MSA","Adj","104,342"
"2007","03","Mar","Longview MSA","Adj","104,494"
"2007","04","Apr","Longview MSA","Adj","104,312"
"2007","05","May","Longview MSA","Adj","104,282"
"2007","06","Jun","Longview MSA","Adj","104,810"
"2007","07","Jul","Longview MSA","Adj","105,231"
"2007","08","Aug","Longview MSA","Adj","105,315"
"2007","09","Sep","Longview MSA","Adj","105,367"
"2007","10","Oct","Longview MSA","Adj","105,398"
"2007","11","Nov","Longview MSA","Adj","105,574"
"2007","12","Dec","Longview MSA","Adj","106,017"
"2006","01","Jan","Longview MSA","Adj","102,452"
"2006","02","Feb","Longview MSA","Adj","102,451"
"2006","03","Mar","Longview MSA","Adj","102,411"
"2006","04","Apr","Longview MSA","Adj","102,322"
"2006","05","May","Longview MSA","Adj","102,487"
"2006","06","Jun","Longview MSA","Adj","102,896"
"2006","07","Jul","Longview MSA","Adj","103,121"
"2006","08","Aug","Longview MSA","Adj","103,168"
"2006","09","Sep","Longview MSA","Adj","103,520"
"2006","10","Oct","Longview MSA","Adj","104,065"
"2006","11","Nov","Longview MSA","Adj","104,298"
"2006","12","Dec","Longview MSA","Adj","104,358"
"2005","01","Jan","Longview MSA","Adj","101,505"
"2005","02","Feb","Longview MSA","Adj","101,410"
"2005","03","Mar","Longview MSA","Adj","101,499"
"2005","04","Apr","Longview MSA","Adj","101,662"
"2005","05","May","Longview MSA","Adj","101,847"
"2005","06","Jun","Longview MSA","Adj","102,063"
"2005","07","Jul","Longview MSA","Adj","102,203"
"2005","08","Aug","Longview MSA","Adj","102,251"
"2005","09","Sep","Longview MSA","Adj","102,394"
"2005","10","Oct","Longview MSA","Adj","102,437"
"2005","11","Nov","Longview MSA","Adj","102,335"
"2005","12","Dec","Longview MSA","Adj","102,386"
"2004","01","Jan","Longview MSA","Adj","99,137"
"2004","02","Feb","Longview MSA","Adj","99,593"
"2004","03","Mar","Longview MSA","Adj","99,733"
"2004","04","Apr","Longview MSA","Adj","99,912"
"2004","05","May","Longview MSA","Adj","100,260"
"2004","06","Jun","Longview MSA","Adj","100,799"
"2004","07","Jul","Longview MSA","Adj","101,447"
"2004","08","Aug","Longview MSA","Adj","101,764"
"2004","09","Sep","Longview MSA","Adj","101,683"
"2004","10","Oct","Longview MSA","Adj","101,630"
"2004","11","Nov","Longview MSA","Adj","101,723"
"2004","12","Dec","Longview MSA","Adj","101,702"
"2003","01","Jan","Longview MSA","Adj","96,350"
"2003","02","Feb","Longview MSA","Adj","96,230"
"2003","03","Mar","Longview MSA","Adj","96,496"
"2003","04","Apr","Longview MSA","Adj","96,925"
"2003","05","May","Longview MSA","Adj","97,208"
"2003","06","Jun","Longview MSA","Adj","97,375"
"2003","07","Jul","Longview MSA","Adj","97,808"
"2003","08","Aug","Longview MSA","Adj","98,261"
"2003","09","Sep","Longview MSA","Adj","98,307"
"2003","10","Oct","Longview MSA","Adj","98,166"
"2003","11","Nov","Longview MSA","Adj","98,132"
"2003","12","Dec","Longview MSA","Adj","98,459"
"2002","01","Jan","Longview MSA","Adj","94,473"
"2002","02","Feb","Longview MSA","Adj","94,417"
"2002","03","Mar","Longview MSA","Adj","94,269"
"2002","04","Apr","Longview MSA","Adj","94,487"
"2002","05","May","Longview MSA","Adj","94,995"
"2002","06","Jun","Longview MSA","Adj","95,342"
"2002","07","Jul","Longview MSA","Adj","95,666"
"2002","08","Aug","Longview MSA","Adj","96,025"
"2002","09","Sep","Longview MSA","Adj","96,234"
"2002","10","Oct","Longview MSA","Adj","96,153"
"2002","11","Nov","Longview MSA","Adj","96,299"
"2002","12","Dec","Longview MSA","Adj","96,549"
"2001","01","Jan","Longview MSA","Adj","93,888"
"2001","02","Feb","Longview MSA","Adj","94,154"
"2001","03","Mar","Longview MSA","Adj","94,150"
"2001","04","Apr","Longview MSA","Adj","93,956"
"2001","05","May","Longview MSA","Adj","93,835"
"2001","06","Jun","Longview MSA","Adj","93,841"
"2001","07","Jul","Longview MSA","Adj","93,731"
"2001","08","Aug","Longview MSA","Adj","93,725"
"2001","09","Sep","Longview MSA","Adj","93,942"
"2001","10","Oct","Longview MSA","Adj","94,085"
"2001","11","Nov","Longview MSA","Adj","94,361"
"2001","12","Dec","Longview MSA","Adj","94,537"
"2000","01","Jan","Longview MSA","Adj","94,508"
"2000","02","Feb","Longview MSA","Adj","94,264"
"2000","03","Mar","Longview MSA","Adj","93,845"
"2000","04","Apr","Longview MSA","Adj","93,371"
"2000","05","May","Longview MSA","Adj","92,993"
"2000","06","Jun","Longview MSA","Adj","92,594"
"2000","07","Jul","Longview MSA","Adj","92,188"
"2000","08","Aug","Longview MSA","Adj","91,802"
"2000","09","Sep","Longview MSA","Adj","91,521"
"2000","10","Oct","Longview MSA","Adj","91,835"
"2000","11","Nov","Longview MSA","Adj","92,495"
"2000","12","Dec","Longview MSA","Adj","93,242"
"1999","01","Jan","Longview MSA","Adj","97,826"
"1999","02","Feb","Longview MSA","Adj","97,643"
"1999","03","Mar","Longview MSA","Adj","97,482"
"1999","04","Apr","Longview MSA","Adj","97,396"
"1999","05","May","Longview MSA","Adj","97,138"
"1999","06","Jun","Longview MSA","Adj","96,963"
"1999","07","Jul","Longview MSA","Adj","96,982"
"1999","08","Aug","Longview MSA","Adj","96,900"
"1999","09","Sep","Longview MSA","Adj","96,876"
"1999","10","Oct","Longview MSA","Adj","96,983"
"1999","11","Nov","Longview MSA","Adj","97,235"
"1999","12","Dec","Longview MSA","Adj","97,647"
"1998","01","Jan","Longview MSA","Adj","96,975"
"1998","02","Feb","Longview MSA","Adj","96,938"
"1998","03","Mar","Longview MSA","Adj","96,929"
"1998","04","Apr","Longview MSA","Adj","96,848"
